0	467013
467014	640716
640717	767806
767807	859745
859746	946467
946468	1038640
1038641	1126010
1126011	1205201
1205202	1298911
1298912	1366025
1366026	1429123
1429124	1577734
1577735	1662121
1662122	1753264
1753265	1860654
1860655	1960835
1960836	2059624
2059625	2158433
2158434	2405885
2405886	2477207
2477208	2583069
2583070	2682012
2682013	2754472
2754473	2826590
2826591	2919572
2919573	2984185
2984186	3047524
3047525	3137127
3137128	3220069
3220070	3279576
3279577	3344049
3344050	3437352
3437353	3514731
3514732	3582743
3582744	3645675
3645676	3730368
3730369	3788273
3788274	3877984
3877985	3942839
3942840	4043050
4043051	4096607
4096608	4157288
4157289	4204705
4204706	4268950
4268951	4327469
4327470	4394751
4394752	4444867
4444868	4496179
4496180	4548828
4548829	4612182
4612183	4688929
4688930	4761132
4761133	4870536
4870537	4928911
4928912	4996494
4996495	5084905
5084906	5137997
5137998	5203291
5203292	5261821
5261822	5308496
5308497	5354842
5354843	5422529
5422530	5494854
5494855	5556008
5556009	5623830
5623831	5674603
5674604	5752845
5752846	5866388
5866389	5934055
5934056	6005075
6005076	6058471
6058472	6106641
6106642	6144431
6144432	6184753
6184754	6230457
6230458	6265985
6265986	6296446
6296447	6330969
6330970	6374558
6374559	6440055
6440056	6485338
6485339	6538943
6538944	6580725
6580726	6623249
6623250	6660365
6660366	6696403
6696404	6740620
6740621	6779460
6779461	6816570
6816571	6859571
6859572	6914601
6914602	6951633
6951634	6994157
6994158	7028968
7028969	7060755
7060756	7096498
7096499	7133659
7133660	7172721
7172722	7229389
7229390	7281706
7281707	7320866
7320867	7368411
7368412	7408058
7408059	7449069
7449070	7494006
7494007	7539776
7539777	7575965
7575966	7619037
7619038	7660328
7660329	7703263
7703264	7759109
7759110	7813918
7813919	7862621
7862622	7907677
7907678	7948801
7948802	7992400
7992401	8046184
8046185	8098305
8098306	8126450
8126451	8160573
8160574	8199843
8199844	8252594
8252595	8296551
8296552	8339962
8339963	8384064
8384065	8430377
8430378	8488043
8488044	8531992
8531993	8568863
8568864	8612721
8612722	8651223
8651224	8698162
8698163	8741381
8741382	8790896
8790897	8836191
8836192	8871832
8871833	8906081
8906082	8936085
8936086	8969012
8969013	9002230
9002231	9052921
9052922	9097815
9097816	9144966
9144967	9179655
9179656	9218756
9218757	9258041
9258042	9291319
9291320	9340267
9340268	9379452
9379453	9419152
9419153	9450488
9450489	9487235
9487236	9524973
9524974	9564603
9564604	9601228
9601229	9644757
9644758	9682903
9682904	9727256
9727257	9767081
9767082	9811931
9811932	9854775
9854776	9917895
9917896	9961066
9961067	10012845
10012846	10067787
10067788	10119486
10119487	10175771
10175772	10219907
10219908	10267392
10267393	10309392
10309393	10340541
10340542	10386276
10386277	10425167
10425168	10459430
10459431	10510473
10510474	10546891
10546892	10583513
10583514	10615672
10615673	10646669
10646670	10686486
10686487	10714735
10714736	10756910
10756911	10806552
10806553	10838925
10838926	10871621
10871622	10916837
10916838	10953783
10953784	10998339
10998340	11049534
11049535	11083570
11083571	11135614
11135615	11181235
11181236	11226175
11226176	11286758
11286759	11325790
11325791	11370941
11370942	11417481
11417482	11464710
11464711	11511111
11511112	11573894
11573895	11618333
11618334	11665421
11665422	11710444
11710445	11755964
11755965	11800355
11800356	11842986
11842987	11892393
11892394	11942367
11942368	11982534
11982535	12023493
12023494	12060635
12060636	12105655
12105656	12136531
12136532	12173436
12173437	12208203
12208204	12246255
12246256	12280543
12280544	12321452
12321453	12356634
12356635	12389574
12389575	12425502
12425503	12459997
12459998	12494304
12494305	12535630
12535631	12569617
12569618	12607291
12607292	12644697
12644698	12681831
12681832	12715034
12715035	12758606
12758607	12790495
12790496	12818557
12818558	12860417
12860418	12899141
12899142	12966605
12966606	13001356
13001357	13041466
13041467	13077311
13077312	13109848
13109849	13145258
13145259	13181506
13181507	13219226
13219227	13267829
13267830	13310245
