0	314218
314219	459672
459673	565245
565246	627896
627897	698729
698730	760467
760468	808012
808013	859184
859185	902043
902044	974084
974085	1027100
1027101	1077865
1077866	1132560
1132561	1188412
1188413	1283256
1283257	1391750
1391751	1498887
1498888	1598353
1598354	1664667
1664668	1734831
1734832	1858354
1858355	1942083
1942084	2034188
2034189	2105134
2105135	2180163
2180164	2235315
2235316	2283823
2283824	2336021
2336022	2380912
2380913	2420139
2420140	2453600
2453601	2487188
2487189	2540301
2540302	2579354
2579355	2618870
2618871	2660456
2660457	2695067
2695068	2736914
2736915	2776560
2776561	2807223
2807224	2839010
2839011	2874446
2874447	2910413
2910414	2948317
2948318	2989770
2989771	3018371
3018372	3051724
3051725	3091953
3091954	3132547
3132548	3161938
3161939	3190739
3190740	3219233
3219234	3250720
3250721	3289224
3289225	3325952
3325953	3360760
3360761	3405070
3405071	3437928
3437929	3470718
3470719	3521422
3521423	3548902
3548903	3586279
3586280	3630417
3630418	3701324
3701325	3732604
3732605	3768272
3768273	3808606
3808607	3870964
3870965	3913515
3913516	3947237
3947238	3987669
3987670	4038324
4038325	4080961
4080962	4114925
4114926	4154032
4154033	4206292
4206293	4244175
4244176	4279711
4279712	4310634
4310635	4347299
4347300	4385665
4385666	4417111
4417112	4454369
4454370	4492868
4492869	4535308
4535309	4573984
4573985	4613713
4613714	4649461
4649462	4684974
4684975	4718572
4718573	4758941
4758942	4790116
4790117	4842075
4842076	4874958
4874959	4913827
4913828	4944938
4944939	4989072
4989073	5025602
5025603	5055382
5055383	5090609
5090610	5124242
5124243	5166327
5166328	5196587
5196588	5234527
5234528	5269548
5269549	5318928
5318929	5346369
5346370	5379044
5379045	5407599
5407600	5443196
5443197	5473877
5473878	5504779
5504780	5538806
5538807	5575605
5575606	5606745
5606746	5662954
5662955	5698681
5698682	5727258
5727259	5755905
5755906	5794404
5794405	5846547
5846548	5880067
5880068	5912581
5912582	5946888
5946889	5986841
5986842	6029988
6029989	6064917
6064918	6101559
6101560	6134806
6134807	6186449
6186450	6217351
6217352	6261727
6261728	6301247
6301248	6345688
6345689	6386986
6386987	6419455
6419456	6450355
6450356	6498520
6498521	6535724
6535725	6571125
6571126	6618226
6618227	6651739
6651740	6697679
6697680	6743400
6743401	6790136
6790137	6818464
6818465	6846034
6846035	6878620
6878621	6914520
6914521	6947727
6947728	6980829
6980830	7012633
7012634	7056644
7056645	7092057
7092058	7137637
7137638	7170537
7170538	7208475
7208476	7245184
7245185	7282218
7282219	7320160
7320161	7356947
7356948	7395434
7395435	7439595
7439596	7485646
7485647	7543446
7543447	7603065
7603066	7642802
7642803	7678102
7678103	7718580
7718581	7752064
7752065	7795798
7795799	7871281
7871282	7902799
7902800	7959809
7959810	8003048
8003049	8045339
8045340	8080136
8080137	8112343
8112344	8150509
8150510	8182459
8182460	8213977
8213978	8247366
8247367	8283689
8283690	8330783
8330784	8365318
8365319	8405219
8405220	8434695
8434696	8474128
8474129	8506669
8506670	8537670
8537671	8567817
8567818	8607584
8607585	8634594
8634595	8667653
8667654	8699951
8699952	8725611
8725612	8750418
8750419	8780266
8780267	8808620
8808621	8839704
8839705	8874743
8874744	8901411
8901412	8930991
8930992	8963024
8963025	9000960
9000961	9042247
9042248	9093818
9093819	9122434
9122435	9174433
9174434	9204215
9204216	9234149
9234150	9276840
9276841	9306473
9306474	9334742
9334743	9368610
9368611	9401238
9401239	9427013
9427014	9452539
9452540	9494390
9494391	9528180
9528181	9571203
9571204	9610410
9610411	9641777
9641778	9671733
9671734	9705694
9705695	9735324
9735325	9764295
9764296	9791391
9791392	9816494
9816495	9845061
9845062	9876221
9876222	9908049
9908050	9939874
9939875	9975505
9975506	10012783
10012784	10048240
10048241	10073376
10073377	10102846
10102847	10134508
10134509	10174100
10174101	10200024
10200025	10234371
10234372	10279311
10279312	10317619
10317620	10352977
10352978	10402793
10402794	10443855
10443856	10476328
10476329	10529598
10529599	10587503
10587504	10629156
10629157	10682024
10682025	10734961
10734962	10783592
10783593	10821767
10821768	10856015
10856016	10884847
10884848	10917341
10917342	10950525
10950526	10983711
10983712	11037667
11037668	11072327
11072328	11113994
11113995	11144827
11144828	11175467
11175468	11205902
11205903	11256937
11256938	11293002
11293003	11330525
11330526	11363266
11363267	11408455
11408456	11451644
11451645	11522386
11522387	11564196
11564197	11618051
11618052	11674137
11674138	11722278
11722279	11764871
11764872	11808229
11808230	11846408
11846409	11887953
11887954	11925712
11925713	11954711
11954712	11988056
11988057	12019399
12019400	12051779
12051780	12086152
12086153	12120193
12120194	12154944
12154945	12188130
12188131	12229054
12229055	12259033
12259034	12293687
12293688	12328597
12328598	12353697
12353698	12387436
12387437	12420181
12420182	12451831
12451832	12496124
12496125	12535135
12535136	12584120
12584121	12619213
12619214	12661944
12661945	12696142
12696143	12731376
12731377	12767482
12767483	12806160
12806161	12844588
12844589	12874863
12874864	12908866
12908867	12939598
12939599	12972279
12972280	13009240
13009241	13051264
13051265	13106147
13106148	13136544
13136545	13173486
13173487	13208671
13208672	13238440
13238441	13268964
13268965	13304565
13304566	13335071
13335072	13370322
13370323	13404618
13404619	13436691
13436692	13468609
13468610	13506602
13506603	13548658
13548659	13583079
13583080	13615350
13615351	13659797
13659798	13694830
13694831	13734386
13734387	13781197
13781198	13818864
13818865	13852173
13852174	13886471
13886472	13936178
13936179	13983723
13983724	14022863
14022864	14058937
14058938	14086483
14086484	14121436
14121437	14164556
14164557	14220799
14220800	14252372
14252373	14286343
14286344	14321241
14321242	14351228
14351229	14379589
14379590	14407819
14407820	14439439
14439440	14474630
14474631	14501245
14501246	14530381
14530382	14565960
14565961	14597111
14597112	14631253
14631254	14661065
14661066	14698689
14698690	14732148
14732149	14760489
14760490	14788981
14788982	14814761
14814762	14857835
14857836	14887130
14887131	14925512
14925513	14975115
14975116	15014824
15014825	15046204
15046205	15078120
15078121	15108781
15108782	15138478
15138479	15172056
15172057	15209651
15209652	15270061
15270062	15306104
15306105	15344963
15344964	15393576
15393577	15426810
15426811	15458745
15458746	15494875
15494876	15530202
15530203	15558277
15558278	15588326
15588327	15647823
15647824	15695181
15695182	15747322
15747323	15802375
15802376	15847988
15847989	15885890
15885891	15979299
15979300	16014224
16014225	16049618
16049619	16080577
16080578	16113298
16113299	16150548
16150549	16193807
16193808	16249244
16249245	16292463
16292464	16352008
16352009	16409619
16409620	16447286
16447287	16496529
16496530	16541319
16541320	16582513
16582514	16613367
16613368	16652649
16652650	16685501
16685502	16719755
16719756	16751940
16751941	16784395
16784396	16819689
16819690	16867713
16867714	16895324
16895325	16922652
16922653	16949690
16949691	16989518
16989519	17026749
17026750	17073421
17073422	17117629
17117630	17157798
17157799	17198696
17198697	17231416
17231417	17265719
17265720	17299817
17299818	17330803
17330804	17364212
17364213	17399270
17399271	17430638
17430639	17464432
17464433	17507417
17507418	17560636
17560637	17597771
17597772	17629794
17629795	17662280
17662281	17701051
17701052	17736925
17736926	17803982
17803983	17851138
17851139	17883119
17883120	17913712
17913713	17943368
17943369	17979216
17979217	18023162
18023163	18054352
18054353	18088693
18088694	18126795
18126796	18168756
18168757	18213897
18213898	18250921
18250922	18289452
18289453	18321967
18321968	18360053
18360054	18390030
18390031	18427188
18427189	18465454
18465455	18507979
18507980	18555319
18555320	18597861
18597862	18636145
18636146	18674049
18674050	18715573
18715574	18755319
18755320	18800259
18800260	18829796
18829797	18872377
18872378	18907222
18907223	18940023
18940024	18975289
18975290	19003322
19003323	19045376
19045377	19079659
19079660	19118005
19118006	19151408
19151409	19184613
19184614	19219230
19219231	19246956
19246957	19282189
19282190	19316335
19316336	19357286
19357287	19399946
19399947	19441615
19441616	19481098
19481099	19513507
19513508	19562448
19562449	19608353
19608354	19652732
19652733	19689576
19689577	19725506
19725507	19764028
19764029	19854277
19854278	19886006
19886007	19919315
19919316	19954214
19954215	19988846
19988847	20017214
20017215	20049011
20049012	20131256
20131257	20182896
20182897	20219882
20219883	20250270
20250271	20288257
20288258	20327246
20327247	20362288
20362289	20396778
20396779	20426574
20426575	20457604
20457605	20493910
20493911	20527291
20527292	20564393
20564394	20603799
20603800	20636799
20636800	20684621
20684622	20728043
20728044	20760521
20760522	20795589
20795590	20834043
20834044	20863805
20863806	20893609
20893610	20924371
20924372	20957172
20957173	20992809
20992810	21042760
21042761	21071937
21071938	21107547
21107548	21143245
21143246	21188087
21188088	21244214
21244215	21283199
21283200	21321814
21321815	21365580
21365581	21445579
21445580	21540574
21540575	21905245
21905246	21949277
21949278	21992296
21992297	22040568
22040569	22072652
22072653	22119597
22119598	22156209
22156210	22200395
22200396	22250691
22250692	22301838
22301839	22422826
